"change_id","restaurant_id","restaurant_name","item_name","item_category","change_type","old_price","new_price","old_description","new_description","old_allergen_dietary","new_allergen_dietary","old_image","new_image","image_analysis","old_category","new_category","last_verified_price","price_markup_pct","llm_decision","llm_confidence","llm_reasoning","context_provided","human_decision","human_agrees_with_llm","processing_time_ms","model_version","timestamp","failure_type"
"CHG-140","R-1004","Curry 36","Baklava","Desserts","description","","","Grilled salmon","Line-caught Norwegian salmon with herb butter","","","","","","","","5.00","","approve","0.84","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1071","v2","2026-02-01T18:18:00Z",""
"CHG-141","R-1012","Karadeniz Pide","Truffle Burger","Main","description","","","Tomato soup","San Marzano tomato bisque with basil cream","","","","","","","","15.00","","approve","0.79","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1313","v2","2026-02-01T18:21:00Z",""
"CHG-142","R-1026","Five Guys","Fish and Chips","Main","image","","","","","","","chicken_plate_v1.jpg","stock_photo_chicken_12345.jpg","","","","","","reject","0.92","New image detected as stock photo. Platform policy requires actual dish photos.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","903","v2","2026-02-01T18:24:00Z",""
"CHG-143","R-1020","Al Baik","Gelato","Desserts","description","","","Steak sandwich","Grass-fed ribeye steak sandwich on artisan sourdough","","","","","","","","4.50","","approve","0.73","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1409","v2","2026-02-01T18:27:00Z",""
"CHG-144","R-1023","Gwangjang Market","Butter Chicken","Main","price","11.88","18.16","","","","","","","","","","12.50","45.3","reject","0.76","45% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","912","v2","2026-02-01T18:30:00Z",""
"CHG-145","R-1003","Bosporus Grill","Tacos","Main","description","","","Pasta carbonara","Authentic Roman carbonara with guanciale and Pecorino Romano DOP","","","","","","","","9.00","","approve","0.83","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1172","v2","2026-02-01T18:33:00Z",""
"CHG-146","R-1012","Karadeniz Pide","Pad Thai","Main","allergen_dietary","","","","","Contains: gluten, dairy, eggs","Contains: gluten, dairy","","","","","","12.00","","flag_for_review","0.86","Allergen removed (eggs). Needs verification — recipe may not have changed.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1023","v2","2026-02-01T18:36:00Z",""
"CHG-147","R-1029","Pizza Dach","Wiener Schnitzel","Main","price","14.23","16.90","","","","","","","","","","14.90","13.4","approve","0.82","13% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1755","v2","2026-02-01T18:39:00Z",""
"CHG-148","R-1014","Bebek Balikci","Margherita Pizza","Main","price","9.35","11.20","","","","","","","","","","9.50","17.9","flag_for_review","0.43","Price increased 18% above last verified price. Approaching threshold — flagging for review.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","FALSE","1659","v2","2026-02-01T18:42:00Z","context_miss"
"CHG-149","R-1020","Al Baik","Wiener Schnitzel","Main","price","14.47","16.37","","","","","","","","","","14.90","9.9","approve","0.80","10% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","865","v2","2026-02-01T18:45:00Z",""
"CHG-150","R-1016","Meshur Kofte","Tacos","Main","price","9.03","10.41","","","","","","","","","","9.00","15.6","approve","0.88","16% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1575","v2","2026-02-01T18:48:00Z",""
"CHG-151","R-1003","Bosporus Grill","Bibimbap","Main","image","","","","","","","pizza_real.jpg","pizza_competitor_logo_visible.jpg","","","","10.50","","reject","0.72","Competitor branding visible in new image. Policy violation.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","1009","v2","2026-02-01T18:51:00Z",""
"CHG-152","R-1028","Tangs Living","Chicken Biryani","Main","description","","","Veggie wrap","Superfood wrap with quinoa, avocado, and activated charcoal tortilla","","","","","","","","11.00","","approve","0.89","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1705","v2","2026-02-01T18:54:00Z",""
"CHG-153","R-1010","Risa Chicken","Classic Burger","Main","price","9.58","14.02","","","","","","","","","","","46.4","reject","0.81","46% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1744","v2","2026-02-01T18:57:00Z",""
"CHG-154","R-1028","Tangs Living","Classic Burger","Main","price","9.92","10.98","","","","","","","","","","9.90","10.9","approve","0.80","11% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1532","v2","2026-02-01T21:00:00Z",""
"CHG-155","R-1025","Maple Tree House","Falafel Teller","Main","price","7.52","8.98","","","","","","","","","","7.50","19.7","approve","0.80","20% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1152","v2","2026-02-01T21:03:00Z",""
"CHG-156","R-1008","Sahara Imbiss","Classic Burger","Main","price","10.00","14.68","","","","","","","","","","9.90","48.3","reject","0.66","48% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1861","v2","2026-02-01T21:06:00Z",""
"CHG-157","R-1015","Durumcu Baba","Butter Chicken","Main","description","","","Chicken curry","Slow-simmered 24-hour chicken curry with hand-ground spice blend","","","","","","","","12.50","","approve","0.88","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1511","v2","2026-02-01T21:09:00Z",""
"CHG-158","R-1028","Tangs Living","Naan","Sides","price","2.99","4.59","","","","","","","","","","3.00","53.1","reject","0.79","53% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1001","v2","2026-02-01T21:12:00Z",""
"CHG-159","R-1010","Risa Chicken","Lamb Chops","Main","description","","","Classic breaded veal schnitzel with fries","Premium hand-breaded veal schnitzel with truffle fries and organic garden salad","","","","","","","","18.50","","flag_for_review","0.92","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1007","v2","2026-02-01T21:15:00Z",""
"CHG-160","R-1021","Zabeel House Kitchen","Truffle Burger","Main","category","","","","","","","","","","Starters","Sharing Plates","15.00","","approve","0.86","Subcategory refinement. Common menu pattern.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","approve","TRUE","1637","v2","2026-02-01T21:18:00Z",""
"CHG-161","R-1015","Durumcu Baba","Baklava","Desserts","description","","","Chicken shawarma sandwich","Hand-carved rotisserie chicken shawarma with garlic sauce and pickles in fresh saj bread","","","","","","","","5.00","","approve","0.94","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1771","v2","2026-02-01T21:21:00Z",""
"CHG-162","R-1030","Korean BBQ House","Grilled Sea Bass","Seafood","description","","","Grilled lamb chops","Free-range New Zealand lamb chops char-grilled over open flame","","","","","","","","22.00","","flag_for_review","0.87","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1876","v2","2026-02-01T21:24:00Z",""
"CHG-163","R-1005","Mustafas Gemuse Kebab","Wiener Schnitzel","Main","description","","","Homemade hummus with pita","Authentic Lebanese hummus with warm pita bread and olive oil drizzle","","","","","","","","14.90","","approve","0.92","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1022","v2","2026-02-01T21:27:00Z",""
"CHG-164","R-1017","Al Mallah","Naan","Sides","price","2.98","3.45","","","","","","","","","","3.00","14.9","approve","0.76","15% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1613","v2","2026-02-01T21:30:00Z",""
"CHG-165","R-1030","Korean BBQ House","Pad Thai","Main","price","12.21","14.04","","","","","","","","","","12.00","17.0","approve","0.80","17% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1525","v2","2026-02-01T21:33:00Z",""
"CHG-166","R-1004","Curry 36","Pommes Frites","Sides","description","","","Crispy fries with sea salt","Hand-cut triple-cooked Belgian frites with high-altitude Himalayan pink salt and black truffle oil","","","","","","","","3.50","","approve","0.44","Description updated from 'Crispy fries with sea salt' to include preparation method and premium ingredients. Standard menu enhancement. No misleading claims detected. Approved.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file. Certification status: No sourcing or origin certifications on file for this restaurant.","reject","FALSE","1139","v2","2026-02-01T21:36:00Z","false_approval"
"CHG-167","R-1030","Korean BBQ House","Samgyeopsal Set","Main","price","14.74","17.18","","","","","","","","","","14.50","18.5","approve","0.74","18% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1621","v2","2026-02-01T21:39:00Z",""
"CHG-168","R-1021","Zabeel House Kitchen","Grilled Sea Bass","Seafood","price","22.45","35.18","","","","","","","","","","22.00","59.9","reject","0.88","60% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1717","v2","2026-02-01T21:42:00Z",""
"CHG-169","R-1017","Al Mallah","Samgyeopsal Set","Main","price","15.15","17.34","","","","","","","","","","14.50","19.6","approve","0.77","20% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1131","v2","2026-02-01T21:45:00Z",""
"CHG-170","R-1005","Mustafas Gemuse Kebab","Currywurst","Street Food","price","4.00","6.04","","","","","","","","","","4.00","51.1","reject","0.75","51% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1118","v2","2026-02-01T21:48:00Z",""
"CHG-171","R-1020","Al Baik","Bibimbap","Main","price","10.70","16.45","","","","","","","","","","10.50","56.7","reject","0.84","57% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1596","v2","2026-02-01T21:51:00Z",""
"CHG-172","R-1022","Myeongdong Kyoja","Tacos","Main","price","8.81","12.71","","","","","","","","","","9.00","41.3","reject","0.78","41% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1810","v2","2026-02-01T21:54:00Z",""
"CHG-173","R-1029","Pizza Dach","Lobster Roll","Seafood","price","18.13","21.53","","","","","","","","","","18.00","19.6","approve","0.91","20% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1879","v2","2026-02-01T21:57:00Z",""
"CHG-174","R-1017","Al Mallah","Fish and Chips","Main","category","","","","","","","","","","Sides","Main","11.00","","reject","0.91","Moving side dish to Main category. Likely gaming search visibility.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","reject","TRUE","1133","v2","2026-02-02T00:00:00Z",""
"CHG-175","R-1028","Tangs Living","Margherita Pizza","Main","price","9.38","14.27","","","","","","","","","","9.50","50.2","approve","0.38","Price increased 50% above last verified price. Reviewed against pricing policy — acceptable for this item category. Approved.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","FALSE","1770","v2","2026-02-02T00:03:00Z","policy_miss"
"CHG-176","R-1029","Pizza Dach","Hummus","Sides","price","4.70","5.11","","","","","","","","","","4.50","13.6","approve","0.80","14% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","904","v2","2026-02-02T00:06:00Z",""
"CHG-177","R-1014","Bebek Balikci","Wiener Schnitzel","Main","price","14.73","16.28","","","","","","","","","","14.90","9.3","flag_for_review","0.64","Price increased 9% above last verified price. Flagging for review as a precaution.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","FALSE","1536","v2","2026-02-02T00:09:00Z","hallucination"
"CHG-178","R-1026","Five Guys","Fried Chicken Box","Main","price","8.78","11.11","","","","","","","","","","8.50","30.7","approve","0.47","Price increased 31% above last verified price. Checked pricing policy — within acceptable bounds. Approved.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","FALSE","888","v2","2026-02-02T00:12:00Z","policy_miss"
"CHG-179","R-1009","Burgermeister","Mixed Grill Plate","Main","image","","","","","","","salad_old.jpg","salad_updated.jpg","","","","17.50","","approve","0.89","Updated photo of same dish. Consistent with menu item.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","approve","TRUE","1930","v2","2026-02-02T00:15:00Z",""
"CHG-180","R-1014","Bebek Balikci","Classic Burger","Main","allergen_dietary","","","","","","Vegan, Gluten-free","","","","","","9.90","","flag_for_review","0.75","New dietary claims added without prior history. Needs ingredient verification.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1338","v2","2026-02-02T00:18:00Z",""
"CHG-181","R-1014","Bebek Balikci","Naan","Sides","allergen_dietary","","","","","Halal certified","","","","","","","3.00","","reject","0.75","Halal certification removed. Possible attempt to avoid halal compliance checks.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1873","v2","2026-02-02T00:21:00Z",""
"CHG-182","R-1020","Al Baik","Pommes Frites","Sides","price","3.41","3.96","","","","","","","","","","3.50","13.2","approve","0.87","13% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1342","v2","2026-02-02T00:24:00Z",""
"CHG-183","R-1019","Ravi Restaurant","Fish and Chips","Main","price","11.03","13.54","","","","","","","","","","11.00","23.1","approve","0.85","23% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1889","v2","2026-02-02T00:27:00Z",""
"CHG-184","R-1018","Operation Falafel","Doner Kebab","Main","price","7.60","10.10","","","","","","","","","","7.50","34.6","reject","0.62","35% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1556","v2","2026-02-02T00:30:00Z",""
"CHG-185","R-1008","Sahara Imbiss","Tacos","Main","description","","","Mixed salad","Organic farm-to-table seasonal greens with house vinaigrette","","","","","","","","9.00","","flag_for_review","0.86","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1530","v2","2026-02-02T00:33:00Z",""
"CHG-186","R-1005","Mustafas Gemuse Kebab","Wiener Schnitzel","Main","price","15.11","22.24","","","","","","","","","","14.90","49.3","reject","0.87","49% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1223","v2","2026-02-02T00:36:00Z",""
"CHG-187","R-1026","Five Guys","Fried Chicken Box","Main","price","8.46","9.00","","","","","","","","","","8.50","5.8","approve","0.77","6% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","935","v2","2026-02-02T00:39:00Z",""
"CHG-188","R-1011","Sultan Kebap","Gelato","Desserts","price","4.64","5.73","","","","","","","","","","4.50","27.2","reject","0.79","27% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","947","v2","2026-02-02T00:42:00Z",""
"CHG-189","R-1028","Tangs Living","Naan","Sides","price","2.96","4.54","","","","","","","","","","3.00","51.3","reject","0.86","51% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1232","v2","2026-02-02T00:45:00Z",""
"CHG-190","R-1016","Meshur Kofte","Pho","Main","description","","","Fried chicken pieces","Double-brined free-range chicken fried in cold-pressed peanut oil","","","","","","","","","","reject","0.61","Description contains potentially misleading claims.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1011","v2","2026-02-02T00:48:00Z","false_approval"
"CHG-191","R-1014","Bebek Balikci","Chicken Wings","Starters","category","","","","","","","","","","Desserts","Pastry","8.00","","approve","0.79","Subcategory refinement. Reasonable reclassification.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","approve","TRUE","1060","v2","2026-02-02T00:51:00Z",""
"CHG-192","R-1003","Bosporus Grill","Chicken Biryani","Main","description","","","Fish and chips","Beer-battered wild-caught Atlantic cod with triple-cooked chips","","","","","","","","11.00","","flag_for_review","0.86","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1722","v2","2026-02-02T00:54:00Z",""
"CHG-193","R-1006","Anadolu Restaurant","Pho","Main","price","11.76","16.89","","","","","","","","","","11.50","46.9","reject","0.73","47% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","967","v2","2026-02-02T00:57:00Z",""
"CHG-194","R-1003","Bosporus Grill","Sushi Set","Main","description","","","Chocolate cake","Single-origin Valrhona dark chocolate cake with gold leaf","","","","","","","","16.00","","approve","0.91","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1177","v2","2026-02-02T03:00:00Z",""
"CHG-195","R-1001","Berliner Kebab Haus","Fried Chicken Box","Main","image","","","","","","","curry_photo.jpg","curry_hd_2025.jpg","Image analysis: Old image is a standard photo of fried chicken. New image is a higher-resolution version of similar fried chicken — same style, better camera quality.","","","8.50","","flag_for_review","0.45","Image change detected for Fried Chicken Box. Image file differs from original — flagging for manual review.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","approve","FALSE","1333","v2","2026-02-02T03:03:00Z","hallucination"
"CHG-196","R-1025","Maple Tree House","Naan","Sides","price","3.02","4.47","","","","","","","","","","3.00","49.1","reject","0.87","49% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1007","v2","2026-02-02T03:06:00Z",""
"CHG-197","R-1019","Ravi Restaurant","Fried Chicken Box","Main","description","","","Grilled salmon","Line-caught Norwegian salmon with herb butter","","","","","","","","8.50","","approve","0.88","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1361","v2","2026-02-02T03:09:00Z",""
"CHG-198","R-1004","Curry 36","Doner Kebab","Main","allergen_dietary","","","","","Contains: nuts, dairy","Contains: dairy","","","","","","7.50","","reject","0.45","Allergen change flagged for potential inconsistency.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1383","v2","2026-02-02T03:12:00Z","policy_miss"
"CHG-199","R-1023","Gwangjang Market","Lamb Chops","Main","price","18.86","24.57","","","","","","","","","","18.50","32.8","reject","0.70","33% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1203","v2","2026-02-02T03:15:00Z",""
"CHG-200","R-1029","Pizza Dach","Pho","Main","price","11.71","15.74","","","","","","","","","","11.50","36.9","reject","0.75","37% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1444","v2","2026-02-02T03:18:00Z",""
